0	77416
1	21058
2	222690
3	52075
4	404908
5	350991
6	226269
7	233536
8	278804
9	274079
10	339085
11	87703
12	254554
13	278127
14	56746
15	39824
16	190258
17	200785
18	335888
19	169448
20	112552
21	112543
22	84867
23	203728
24	291196
25	157065
26	169248
27	43478
28	120646
29	142492
30	212945
31	103603
32	325948
33	228975
34	84085
35	164912
36	282559
37	384574
38	63795
39	273191
40	161106
41	306117
42	103327
43	401910
44	43985
45	150389
46	170182
47	177056
48	18832
49	292690
50	116520
51	204118
52	278459
53	413117
54	152596
55	346061
56	61008
57	240029
58	399311
59	324628
60	308643
61	254093
62	295267
63	267375
64	102935
65	184862
66	131656
67	11013
68	44415
69	171942
70	172457
71	267238
72	73383
73	402103
74	199749
75	231620
76	165214
77	329710
78	310631
79	134865
80	4475
81	251962
82	215258
83	95533
84	109779
85	240767
86	296968
87	57
88	4621
89	171941
90	198840
91	267478
92	64164
93	185660
94	20871
95	135742
96	254769
97	231919
98	392162
99	299975
100	91226
101	273132
102	328757
103	188716
104	420295
105	311013
106	38757
107	284342
108	420473
109	277637
110	96795
111	350145
112	174957
113	297197
114	301745
115	185955
116	411043
117	89663
118	384767
119	207023
120	336847
121	100
122	198937
123	147676
124	385549
125	359500
126	109454
127	147622
128	235704
129	103211
130	26455
131	109339
132	96976
133	144650
134	103180
135	205508
136	107635
137	254911
138	278720
139	281891
140	124728
141	298064
142	139402
143	173086
144	265803
145	50530
146	50531
147	96197
148	63003
149	133247
150	333494
151	185897
152	412679
153	200044
154	267420
155	103162
156	322462
157	86379
158	204628
159	399317
160	15958
161	108727
162	108358
163	370031
164	109553
165	116082
166	45844
167	235934
168	92323
169	93509
170	22218
171	94828
172	263111
173	97467
174	254118
175	158598
176	132273
177	21424
178	387317
179	155883
180	396974
181	308080
182	409147
183	314271
184	339036
185	168020
186	343344
187	43182
188	167754
189	373374
190	282812
191	310096
192	82137
193	111807
194	225456
195	5782
196	279546
197	263442
198	143487
199	27249
200	347283
201	38344
202	378127
203	90203
204	22072
205	276731
206	10726
207	253372
208	405020
209	160265
210	334197
211	359381
212	11565
213	106089
214	172805
215	155050
216	337312
217	113403
218	270997
219	18644
220	30232
221	89750
222	223099
223	120709
224	286467
225	360128
226	118050
227	415005
228	9037
229	116515
230	367873
231	346338
232	98540
233	313471
234	295865
235	272401
236	231408
237	41042
238	19456
239	362602
240	83093
241	32167
242	278550
243	263115
244	269879
245	99457
246	402681
247	197565
248	159135
249	366699
250	119009
251	293650
252	72152
253	165645
254	266014
255	294037
256	389174
257	402267
258	324361
259	328630
260	328753
261	364706
262	203822
263	415533
264	103235
265	407567
266	260558
267	397340
268	50712
269	357448
270	25650
271	420159
272	303971
273	179553
274	203950
275	20611
276	345378
277	237020
278	238875
279	278831
280	218307
281	160531
282	333964
283	215079
284	78972
285	160719
286	314458
287	400888
288	205457
289	413771
290	238857
291	382501
292	121703
293	304281
294	166078
295	191349
296	286412
297	286134
298	21505
299	328737
300	127493
301	345907
302	254932
303	147643
304	382597
305	413940
306	331299
307	4229
308	12960
309	420091
310	110556
311	8558
312	279216
313	104655
314	184702
315	283091
316	412499
317	269492
318	196183
319	205478
320	362483
321	157090
322	38594
323	256687
324	375701
325	286863
326	409648
327	188605
328	57169
329	394774
330	341435
331	62
332	38132
333	395299
334	199674
335	199500
336	306947
337	415058
338	349016
339	149050
340	193356
341	363020
342	46082
343	238883
344	147651
345	202030
346	2614
347	209752
348	257672
349	61369
350	139631
351	168545
352	363109
353	323985
354	164330
355	344722
356	394894
357	392318
358	26299
359	28739
360	360108
361	295736
362	298850
363	37889
364	202017
365	189702
366	111470
367	101422
368	39008
369	228828
370	270178
371	154203
372	125411
373	211712
374	383776
375	188143
376	390927
377	207465
378	157381
379	386988
380	261281
381	154864
382	133307
383	161510
384	215444
385	143128
386	264260
387	410544
388	14670
389	122620
390	102912
391	333272
392	107307
393	200577
394	417630
395	361023
396	110955
397	323331
398	402083
399	201714
400	11869
401	334706
402	106319
403	394208
404	103040
405	221731
406	115833
407	203113
408	362868
409	130851
410	29455
411	312249
412	341929
413	25918
414	175232
415	22445
416	68045
417	163501
418	98635
419	97192
420	261752
421	303935
422	364209
423	25396
424	25392
425	240787
426	124137
427	211886
428	202471
429	357816
430	9614
431	182748
432	266068
433	285915
434	394993
435	197183
436	298297
437	350973
438	170261
439	397198
440	179256
441	58726
442	166855
443	60122
444	372807
445	31429
446	358715
447	418346
448	350635
449	255415
450	330841
451	330852
452	389033
453	304414
454	56145
455	216528
456	202803
457	351423
458	363461
459	235064
460	40204
461	284178
462	273262
463	200061
464	15429
465	326661
466	173839
467	302603
468	302610
469	128738
470	298838
471	350625
472	61162
473	128433
474	170837
475	239310
476	182267
477	261368
478	235718
479	112060
480	48938
481	323303
482	336582
483	33123
484	233151
485	302182
486	193157
487	358571
488	199803
489	47086
490	361326
491	355156
492	160737
493	418908
494	131551
495	351337
496	392818
497	319260
498	335352
499	275634
500	232157
501	16514
502	9533
503	384069
504	217097
505	296061
506	228446
507	314154
508	241522
509	115692
510	240615
511	320943
512	107198
513	303890
514	301279
515	120693
516	310605
517	316173
518	168191
519	79171
520	382305
521	66280
522	375543
523	111808
524	214452
525	143989
526	323204
527	76848
528	382001
529	309624
530	285065
531	121957
532	371105
533	351446
534	56000
535	148711
536	260986
537	12487
538	70094
539	160593
540	98651
541	111115
542	42973
543	403197
544	75282
545	341401
546	417364
547	387173
548	91442
549	252405
550	56287
551	173896
552	135974
553	65383
554	103604
555	222002
556	307991
557	70332
558	399533
559	376457
560	81514
561	262662
562	306933
563	382568
564	162601
565	347725
566	308188
567	188875
568	412550
569	35454
570	214062
571	370177
572	199499
573	160029
574	164001
575	327032
576	22456
577	34303
578	280808
579	215605
580	399226
581	186841
582	412263
583	383904
584	142521
585	270179
586	382075
587	64572
588	135531
589	408707
590	326256
591	211718
592	297196
593	46109
594	416955
595	412375
596	192292
597	201065
598	199382
599	13537
600	7646
601	42803
602	296401
603	184177
604	116304
605	182773
606	171431
607	328635
608	264004
609	310423
610	105498
611	399338
612	306253
613	292849
614	2585
615	191438
616	287875
617	52443
618	65909
619	188375
620	267278
621	173890
622	203724
623	200379
624	109044
625	220551
626	191374
627	231616
628	354516
629	126200
630	15712
631	382569
632	416344
633	199624
634	171918
635	283185
636	365635
637	28344
638	108006
639	132574
640	394220
641	55799
642	173591
643	222773
644	152743
645	341246
646	290116
647	370756
648	266745
649	165658
650	239945
651	185910
652	230121
653	172378
654	166230
655	162280
656	16306
657	334089
658	370157
659	95357
660	371190
661	267704
662	384005
663	201772
664	73245
665	250513
666	235991
667	334079
668	379662
669	9167
670	329902
671	366196
672	3138
673	138236
674	11064
675	62293
676	199126
677	365657
678	372379
679	143469
680	328627
681	73487
682	326182
683	255953
684	345876
685	382061
686	10568
687	415504
688	267513
689	192837
690	379810
691	281978
692	333035
693	414514
694	370455
695	381953
696	364674
697	124753
698	124570
699	268149
700	416289
701	136782
702	340177
703	204915
704	368840
705	131418
706	265705
707	286170
708	10730
709	152715
710	218976
711	367879
712	371183
713	96945
714	319088
715	337438
716	413224
717	27385
718	366515
719	321211
720	408443
721	147704
722	416647
723	335832
724	340785
725	12079
726	328817
727	228074
728	196441
729	393121
730	418060
731	274536
732	161835
733	171362
734	393265
735	187813
736	184409
737	11420
738	326916
739	419086
740	47985
741	336288
742	268216
743	175782
744	216720
745	266253
746	167869
747	400573
748	104787
749	394953
750	64558
751	376240
752	98329
753	184971
754	394086
755	226188
756	149989
757	88744
758	32154
759	88765
760	387844
761	176730
762	132352
763	146526
764	239338
765	413604
766	16320
767	125510
768	56715
769	171723
770	193173
771	248182
772	393734
773	323811
774	280571
775	381144
776	392232
777	171800
778	369460
779	67702
780	239234
781	40666
782	154960
783	415871
784	231061
785	374203
786	182082
787	43954
788	357351
789	123989
790	53312
791	235219
792	275561
793	107555
794	376317
795	323255
796	394466
797	107836
798	140363
799	287419
800	417248
801	241438
802	21581
803	413744
804	394649
805	306618
806	382566
807	366277
808	111582
809	279880
810	23237
811	5870
812	172282
813	86156
814	270673
815	368318
816	142636
817	291063
818	189918
819	125797
820	277464
821	283283
822	154734
823	204887
824	103838
825	229845
826	401525
827	15409
828	240593
829	180271
830	92096
831	75570
832	367506
833	166090
834	393747
835	204120
836	379984
837	386715
838	200413
839	296381
840	164554
841	53842
842	9773
843	394752
844	196703
845	68612
846	320223
847	366553
848	384958
849	249396
850	240091
851	285951
852	66580
853	21655
854	170362
855	260510
856	385577
857	173713
858	415889
859	98051
860	140004
861	303069
862	18176
863	105365
864	49770
865	223889
866	104869
867	135744
868	43734
869	341300
870	413866
871	82563
872	418255
873	17797
874	167406
875	207380
876	62703
877	262709
878	162670
879	66206
880	290766
881	273727
882	393937
883	126462
884	7487
885	270023
886	175119
887	52025
888	408767
889	168900
890	413811
891	179219
892	77518
893	189687
894	394252
895	367073
896	107
897	65322
898	102925
899	177630
900	87950
901	221082
902	173782
903	330119
904	274057
905	345594
906	148417
907	233517
908	267256
909	414572
910	95438
911	120068
912	394080
913	227651
914	378024
915	200636
916	198121
917	195440
918	278525
919	166138
920	125303
921	420205
922	267254
923	199434
924	273150
925	79655
926	332187
927	331843
928	362847
929	200256
930	111238
931	6422
932	83753
933	377845
934	266251
935	31700
936	408166
937	6423
938	268940
939	130009
940	114569
941	264081
942	301433
943	221039
944	353804
945	342467
946	223035
947	173868
948	23667
949	4324
950	303878
951	25190
952	323482
953	173849
954	237545
955	283631
956	18758
957	405161
958	366600
959	303899
960	129696
961	319775
962	328655
963	367751
964	293042
965	293043
966	102802
967	48727
968	68982
969	360308
970	143484
971	199977
972	147232
973	68325
974	272824
975	321092
976	8648
977	351104
978	370168
979	32891
980	240664
981	155421
982	17476
983	345815
984	35878
985	274733
986	154371
987	165568
988	185099
989	133208
990	277382
991	420254
992	120941
993	82885
994	116365
995	131531
996	198938
997	129874
998	278982
999	328140
1000	26814
1001	410552
1002	137512
1003	244778
1004	204631
1005	205355
1006	201336
1007	343265
1008	68069
1009	26207
1010	15077
1011	221285
1012	193028
1013	262723
1014	186681
1015	413370
1016	366276
1017	125277
1018	283084
1019	264083
1020	232943
1021	363973
1022	256960
1023	326855
1024	395252
1025	149848
1026	7838
1027	295744
1028	390439
1029	346944
1030	280570
1031	176823
1032	274075
1033	126691
1034	211782
1035	359421
1036	215235
1037	384281
1038	145988
1039	38479
1040	187469
1041	418320
1042	367028
1043	210102
1044	384022
1045	364851
1046	289143
1047	199595
1048	305862
1049	77727
1050	169560
1051	275362
1052	139572
1053	48005
1054	48004
1055	23021
1056	298571
1057	366269
1058	260584
1059	389362
1060	4308
1061	150025
1062	200797
1063	33676
1064	308377
1065	214810
1066	265855
1067	305742
1068	165655
1069	13994
1070	382055
1071	389168
1072	285790
1073	307145
1074	288986
1075	298392
1076	214864
1077	413806
1078	67968
1079	315486
1080	418341
1081	417659
1082	126262
1083	226080
1084	15672
1085	394733
1086	373699
1087	285087
1088	285759
1089	272722
1090	163766
1091	386701
1092	417366
1093	355321
1094	344195
1095	370928
1096	327236
